NR	R	0	1	train_cohort	test_cohort	best_epoch	n_trainable_params
1	0	0.5466503	0.45334974	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.20245142	0.7975486	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.4112372	0.58876276	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7898221	0.21017791	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.6828837	0.31711635	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.81182665	0.18817335	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.26248747	0.7375126	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.97142	0.028579952	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8939463	0.10605371	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.07721945	0.9227806	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.10540102	0.89459896	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.7145149	0.28548512	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.31332037	0.68667966	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.36256686	0.6374332	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.97417384	0.025826154	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.5096149	0.49038512	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.13723369	0.8627663	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9671705	0.032829583	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.80082256	0.19917743	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8939319	0.10606808	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7987623	0.20123771	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6294764	0.37052354	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.34877437	0.6512256	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.87799275	0.12200723	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7263722	0.27362776	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.2909081	0.7090919	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9644269	0.035573136	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.84806234	0.15193762	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.3877306	0.6122694	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.66213655	0.33786345	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.67837846	0.3216216	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.47871166	0.5212884	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.8167995	0.18320043	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.30126503	0.69873494	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.69099844	0.30900154	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.18157202	0.818428	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9924533	0.0075467657	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6857697	0.31423038	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.43750748	0.56249255	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.36107627	0.63892376	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9679396	0.032060433	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9009006	0.099099375	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9545315	0.045468476	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.08150589	0.91849416	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.5753205	0.42467952	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9645975	0.035402432	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8825476	0.117452346	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.44086543	0.55913454	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.70934796	0.290652	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.67273104	0.327269	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.9681514	0.031848606	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9481747	0.051825304	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8852177	0.11478235	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7614566	0.23854335	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.88466847	0.11533151	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.33360147	0.6663985	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.961739	0.038261034	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9829642	0.017035741	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.93961096	0.060389075	Leave_IMVigor210_out	IMVigor210	18	2760
